directory,filename,nrVertices,nrFaces,avgX,avgY,AvgZ,minX,maxX,minY,maxY,minZ,maxZ
16,m1693,20001,20349,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind)
16,m1694,20000,20536,0.000000,0.000000,0.000000,-0.506910,0.493090,-0.349628,0.343603,-0.030640,0.032269
16,m1695,20000,21666,0.000000,0.000000,0.000000,-0.433952,0.566048,-0.238458,0.295810,-0.006553,0.006637
16,m1696,20000,20127,0.000000,0.000000,0.000000,-0.392415,0.607585,-0.194611,0.339953,-0.000375,0.003147
16,m1697,20000,20189,0.000000,0.000000,0.000000,-0.401535,0.598465,-0.283005,0.341955,-0.026513,0.068059
16,m1698,20002,21250,0.000000,0.000000,0.000000,-0.499870,0.500130,-0.390775,0.357031,-0.305933,0.411605
16,m1699,20001,27123,0.000000,0.000000,0.000000,-0.502029,0.497971,-0.291019,0.306242,-0.262960,0.265900
17,m1700,20001,21565,0.000000,0.000000,0.000000,-0.420061,0.579939,-0.149430,0.626405,-0.239745,0.471179
17,m1701,20002,20020,0.000000,0.000000,0.000000,-0.489850,0.510150,-0.322756,0.369007,-0.258591,0.271805
17,m1702,20002,20014,0.000000,0.000000,0.000000,-0.499949,0.500051,-0.278573,0.357424,-0.260074,0.260100
17,m1703,20001,20121,0.000000,0.000000,0.000000,-0.499413,0.500587,-0.413939,0.576086,-0.341749,0.386429
17,m1704,20000,23616,0.000000,0.000000,0.000000,-0.374788,0.625212,-0.422768,0.419291,-0.366950,0.384717
17,m1705,20001,20025,0.000000,0.000000,0.000000,-0.501390,0.498610,-0.268700,0.289962,-0.006434,0.049377
17,m1706,20002,20000,0.000000,0.000000,0.000000,-0.470080,0.529920,-0.251015,0.295152,-0.001233,0.030454
17,m1707,20001,20439,0.000000,0.000000,0.000000,-0.500438,0.499562,-0.266734,0.280919,-0.065283,0.206617
17,m1708,20002,19997,0.000000,0.000000,0.000000,-0.451306,0.548694,-0.244084,0.360725,-0.013879,0.014105
17,m1709,20001,20001,0.000000,0.000000,0.000000,-0.475459,0.524541,-0.253954,0.276352,-0.005296,0.006392
17,m1710,20001,20465,0.000000,0.000000,0.000000,-0.500643,0.499357,-0.267989,0.282634,-0.049823,0.049908
17,m1711,20000,20014,0.000000,0.000000,0.000000,-0.416178,0.583822,-0.159709,0.157075,-0.028139,0.030399
17,m1712,20000,21744,0.000000,0.000000,0.000000,-0.509757,0.490243,-0.258599,0.239754,-0.033016,0.033635
17,m1713,20000,25400,0.000000,0.000000,0.000000,-0.471520,0.528480,-0.215039,0.215473,-0.029028,0.034876
17,m1714,20002,20833,0.000000,0.000000,0.000000,-0.499035,0.500965,-0.247654,0.241302,-0.014039,0.030879
17,m1715,20002,20640,0.000000,0.000000,0.000000,-0.503773,0.496227,-0.239435,0.268429,-0.075639,0.097940
17,m1716,20000,21963,0.000000,0.000000,0.000000,-0.499039,0.500961,-0.240433,0.246070,-0.057820,0.057985
17,m1717,20001,20726,0.000000,0.000000,0.000000,-0.458160,0.541840,-0.255341,0.266079,-0.047678,0.060960
17,m1718,20002,20284,0.000000,0.000000,0.000000,-0.507566,0.492434,-0.229987,0.246075,-0.048454,0.052569
17,m1719,20002,20012,0.000000,0.000000,0.000000,-0.502396,0.497604,-0.237073,0.238575,-0.034385,0.034564
17,m1720,20000,20612,0.000000,0.000000,0.000000,-0.527019,0.472981,-0.267786,0.282217,-0.072761,0.028607
17,m1721,20000,20728,0.000000,0.000000,0.000000,-0.470126,0.529874,-0.299409,0.280092,-0.027060,0.078283
17,m1722,20002,21282,0.000000,0.000000,0.000000,-0.491151,0.508849,-0.304572,0.312116,-0.099015,0.100265
17,m1723,20000,20060,0.000000,0.000000,0.000000,-0.413839,0.586161,-0.439040,0.438456,-0.029473,0.028198
17,m1724,20002,20040,0.000000,0.000000,0.000000,-0.502934,0.497066,-0.311395,0.316885,-0.027849,0.028582
17,m1725,20002,23114,0.000000,0.000000,0.000000,-0.426013,0.573987,-0.324045,0.427033,-0.070684,0.047425
17,m1726,20000,20051,0.000000,0.000000,0.000000,-0.464939,0.508826,-0.483629,0.516371,-0.062311,0.074968
17,m1727,20002,23610,0.000000,0.000000,0.000000,-0.501091,0.498909,-0.373224,0.408988,-0.049289,0.050047
17,m1728,20000,21772,0.000000,0.000000,0.000000,-0.455352,0.544648,-0.543409,0.455913,-0.032437,0.065054
17,m1729,20001,20229,0.000000,0.000000,0.000000,-0.452244,0.547756,-0.352147,0.353993,-0.071200,0.125514
17,m1730,20001,20229,0.000000,0.000000,0.000000,-0.452244,0.547756,-0.352147,0.353993,-0.071200,0.125514
17,m1731,20001,22111,0.000000,0.000000,0.000000,-0.480291,0.519710,-0.482297,0.477807,-0.041834,0.083922
17,m1732,20001,20276,0.000000,0.000000,0.000000,-0.472263,0.494814,-0.470884,0.529116,-0.033718,0.032524
17,m1733,20001,21489,0.000000,0.000000,0.000000,-0.482230,0.517770,-0.306045,0.268473,-0.164820,0.337922
17,m1734,20000,20003,0.000000,0.000000,0.000000,-0.510047,0.489953,-0.087196,0.087525,-0.026614,0.028932
17,m1735,20002,20463,0.000000,0.000000,0.000000,-0.444125,0.555875,-0.228704,0.236083,-0.127529,0.319149
17,m1736,20001,20079,0.000000,0.000000,0.000000,-0.480829,0.519171,-0.402194,0.411677,-0.062326,0.424626
17,m1737,20001,24285,0.000000,0.000000,0.000000,-0.505812,0.494188,-0.102503,0.126486,-0.038435,0.038945
17,m1738,20002,20026,0.000000,0.000000,0.000000,-0.500034,0.499966,-0.264969,0.281651,-0.140746,0.142584
17,m1739,20002,21674,0.000000,0.000000,0.000000,-0.478030,0.521970,-0.401628,0.467932,-0.280900,0.288348
17,m1740,20000,21502,0.000000,0.000000,0.000000,-0.449672,0.550328,-0.328317,0.317669,-0.178793,0.187365
17,m1741,20001,21794,0.000000,0.000000,0.000000,-0.440905,0.559095,-0.303944,0.212342,-0.164026,0.184026
17,m1742,20001,28806,0.000000,0.000000,0.000000,-0.488226,0.511774,-0.376788,0.347822,-0.148602,0.154386
17,m1743,20000,20234,0.000000,0.000000,0.000000,-0.459269,0.540731,-0.188221,0.221986,-0.184134,0.266842
17,m1744,20001,20237,0.000000,0.000000,0.000000,-0.504577,0.495423,-0.222415,0.260481,-0.199975,0.259143
17,m1745,20001,20343,0.000000,0.000000,0.000000,-0.494186,0.505814,-0.199300,0.269095,-0.172293,0.188731
17,m1746,20002,20500,0.000000,0.000000,0.000000,-0.447512,0.552488,-0.218030,0.203321,-0.195492,0.200075
17,m1747,20000,20438,0.000000,0.000000,0.000000,-0.426506,0.573494,-0.195858,0.250604,-0.190787,0.168356
17,m1748,20002,20028,0.000000,0.000000,0.000000,-0.497107,0.502893,-0.496632,0.499588,-0.117480,0.792098
17,m1749,20000,20584,0.000000,0.000000,0.000000,-0.449961,0.448472,-0.448371,0.450088,-0.247180,0.752820
17,m1750,20001,20009,0.000000,0.000000,0.000000,-0.210787,0.789213,-0.357543,0.392912,-0.378899,0.373539
17,m1751,20001,20057,0.000000,0.000000,0.000000,-0.368547,0.369997,-0.368972,0.369572,-0.189149,0.810851
17,m1752,20000,20658,0.000000,0.000000,0.000000,-0.437807,0.436470,-0.437119,0.437193,-0.240923,0.759077
17,m1753,20002,20755,0.000000,0.000000,0.000000,-0.494404,0.505596,-0.473298,0.479996,-0.128854,0.648813
17,m1754,20001,20257,0.000000,0.000000,0.000000,-0.452189,0.547811,-0.306335,0.473310,-0.311533,0.308790
17,m1755,20000,39959,0.000000,0.000000,0.000000,-0.374740,0.429633,-0.169928,0.830072,-0.365690,0.366730
17,m1756,20002,20358,0.000000,0.000000,0.000000,-0.483973,0.516027,-0.229639,0.256189,-0.244152,0.233500
17,m1757,20001,20525,0.000000,0.000000,0.000000,-0.469108,0.497289,-0.501039,0.498961,-0.293465,0.295979
17,m1758,20001,20747,0.000000,0.000000,0.000000,-0.419046,0.580954,-0.284667,0.286991,-0.282353,0.288929
17,m1759,20002,20398,0.000000,0.000000,0.000000,-0.507079,0.492921,-0.455214,0.494353,-0.273506,0.272993
17,m1760,20001,32219,0.000000,0.000000,0.000000,-0.457255,0.542745,-0.156146,0.168777,-0.142142,0.130353
17,m1761,20001,20011,0.000000,0.000000,0.000000,-0.501065,0.498935,-0.156188,0.170738,-0.136996,0.140904
17,m1762,20001,20552,0.000000,0.000000,0.000000,-0.500301,0.499700,-0.121714,0.144575,-0.128375,0.136046
17,m1763,20002,20292,0.000000,0.000000,0.000000,-0.454490,0.545510,-0.111315,0.245117,-0.071314,0.113022
17,m1764,20000,20422,0.000000,0.000000,0.000000,-0.468463,0.491869,-0.481050,0.518950,-0.323961,0.391977
17,m1765,20002,20004,0.000000,0.000000,0.000000,-0.494769,0.505231,-0.263819,0.305305,-0.160369,0.172580
17,m1766,20000,20014,0.000000,0.000000,0.000000,-0.424082,0.575918,-0.322996,0.366936,-0.264611,0.313232
17,m1767,20000,22518,0.000000,0.000000,0.000000,-0.498565,0.501435,-0.435177,0.480950,-0.227218,0.280597
17,m1768,20001,21696,0.000000,0.000000,0.000000,-0.341405,0.658595,-0.435356,0.417306,-0.381447,0.379691
17,m1769,20002,20026,0.000000,0.000000,0.000000,-0.453434,0.546566,-0.364657,0.433382,-0.400559,0.519446
17,m1770,20002,22682,0.000000,0.000000,0.000000,-0.424080,0.575920,-0.482145,0.422812,-0.380780,0.390930
17,m1771,20002,22288,0.000000,0.000000,0.000000,-0.392021,0.607979,-0.331949,0.377026,-0.265668,0.313962
17,m1772,20001,36762,0.000000,0.000000,0.000000,-0.413319,0.586681,-0.259726,0.651299,-0.357169,0.269349
17,m1773,20002,21626,0.000000,0.000000,0.000000,-0.570131,0.429869,-0.339005,0.419814,-0.288558,0.296938
17,m1774,20000,20240,0.000000,0.000000,0.000000,-0.351116,0.453422,-0.558259,0.441741,-0.379235,0.465608
17,m1775,20001,20365,0.000000,0.000000,0.000000,-0.432939,0.567061,-0.310833,0.384778,-0.327209,0.382207
17,m1776,20001,20187,0.000000,0.000000,0.000000,-0.469085,0.493679,-0.428506,0.571494,-0.456073,0.521774
17,m1777,20002,20295,0.000000,0.000000,0.000000,-0.466998,0.533002,-0.393494,0.431652,-0.362072,0.359971
17,m1778,20002,24504,0.000000,0.000000,0.000000,-0.504951,0.495049,-0.371769,0.456883,-0.364372,0.357082
17,m1779,20001,22257,0.000000,0.000000,0.000000,-0.497973,0.502027,-0.166341,0.167909,-0.111077,0.229699
17,m1780,20002,26752,0.000000,0.000000,0.000000,-0.488688,0.511312,-0.200109,0.194785,-0.090014,0.103491
17,m1781,20001,26471,0.000000,0.000000,0.000000,-0.475848,0.524152,-0.200642,0.194063,-0.092496,0.103049
17,m1782,20002,24600,0.000000,0.000000,0.000000,-0.497119,0.502881,-0.170740,0.178355,-0.050974,0.085408
17,m1783,20001,20148,0.000000,0.000000,0.000000,-0.499409,0.500591,-0.216533,0.258570,-0.080331,0.080184
17,m1784,20001,21950,0.000000,0.000000,0.000000,-0.454197,0.545803,-0.026262,0.132061,-0.008201,0.044230
17,m1785,20001,21939,0.000000,0.000000,0.000000,-0.498499,0.501501,-0.077924,0.103973,-0.007140,0.027938
17,m1786,20002,29995,0.000000,0.000000,0.000000,-0.474910,0.525090,-0.041077,0.064705,-0.022014,0.021582
17,m1787,20000,17189,0.000000,0.000000,0.000000,-0.533687,0.466313,-0.043344,0.060504,-0.022421,0.022365
17,m1788,20000,20422,0.000000,0.000000,0.000000,-0.427060,0.572940,-0.111475,0.110738,-0.008135,0.038560
17,m1789,20001,20358,0.000000,0.000000,0.000000,-0.465552,0.534448,-0.336726,0.370015,-0.023226,0.143218
17,m1790,20001,21231,0.000000,0.000000,0.000000,-0.498932,0.501068,-0.397818,0.397518,-0.112250,0.130554
17,m1791,20000,20128,0.000000,0.000000,0.000000,-0.481840,0.518160,-0.417354,0.484202,-0.088095,0.098244
17,m1792,20000,20064,0.000000,0.000000,0.000000,-0.496934,0.503066,-0.297288,0.306827,-0.070286,0.071335
17,m1793,20000,20166,0.000000,0.000000,0.000000,-0.500342,0.499658,-0.479970,0.378558,-0.309218,0.322372
17,m1794,20001,20251,0.000000,0.000000,0.000000,-0.398776,0.403324,-0.416343,0.337624,-0.496796,0.503204
17,m1795,20002,20659,0.000000,0.000000,0.000000,-0.500418,0.499582,-0.329723,0.285570,-0.377412,0.392619
17,m1796,20001,20169,0.000000,0.000000,0.000000,-0.497742,0.502258,-0.281187,0.393938,-0.306573,0.307023
17,m1797,20000,25297,0.000000,0.000000,0.000000,-0.503946,0.496054,-0.466066,0.508375,-0.162447,0.339681
17,m1798,20000,21562,0.000000,0.000000,0.000000,-0.500843,0.499157,-0.491250,0.491984,-0.200748,0.377201
17,m1799,20000,20361,0.000000,0.000000,0.000000,-0.475930,0.524070,-0.286534,0.366594,-0.171552,0.207359
18,m1800,20001,20695,0.000000,0.000000,0.000000,-0.463828,0.532213,-0.463216,0.536784,-0.187342,0.266437
18,m1801,20001,20727,0.000000,0.000000,0.000000,-0.494358,0.505642,-0.380436,0.447676,-0.156293,0.254915
18,m1802,20000,20014,0.000000,0.000000,0.000000,-0.450835,0.549165,-0.483419,0.493096,-0.198581,0.246777
18,m1803,20002,20541,0.000000,0.000000,0.000000,-0.423176,0.576824,-0.355727,0.360910,-0.336611,0.430801
18,m1804,20002,20374,0.000000,0.000000,0.000000,-0.476851,0.523149,-0.286107,0.414234,-0.266692,0.260126
18,m1805,20002,21114,0.000000,0.000000,0.000000,-0.407310,0.592690,-0.249762,0.357553,-0.238230,0.249267
18,m1806,20000,20039,0.000000,0.000000,0.000000,-0.486989,0.513011,-0.362968,0.424126,-0.268899,0.292050
18,m1807,20000,25902,0.000000,0.000000,0.000000,-0.541143,0.458857,-0.292316,0.435048,-0.122771,0.140184
18,m1808,20000,23335,0.000000,0.000000,0.000000,-0.527345,0.472655,-0.384990,0.464660,-0.319126,0.326990
18,m1809,20002,31671,0.000000,0.000000,0.000000,-0.227959,0.494726,-0.508046,0.491954,-0.242421,0.319022
18,m1810,20002,20391,0.000000,0.000000,0.000000,-0.498929,0.501071,-0.313008,0.344302,-0.137103,0.252022
18,m1811,20001,20247,0.000000,0.000000,0.000000,-0.610799,0.389201,-0.461163,0.379656,-0.315157,0.611888
18,m1812,20000,20539,0.000000,0.000000,0.000000,-0.357833,0.642167,-0.252530,0.262180,-0.096586,0.103283
18,m1813,20000,20699,0.000000,0.000000,0.000000,-0.460515,0.539485,-0.271464,0.354593,-0.279566,0.326169
18,m1814,20000,20812,0.000000,0.000000,0.000000,-0.452059,0.541046,-0.475369,0.524631,-0.484607,0.356709
2,m200,20001,21102,0.000000,0.000000,0.000000,-0.446397,0.553603,-0.164872,0.165042,-0.074065,0.135755
2,m201,20001,36288,0.000000,0.000000,0.000000,-0.420031,0.579969,-0.322073,0.326851,-0.108819,0.111592
2,m202,20002,20072,0.000000,0.000000,0.000000,-0.526381,0.473619,-0.138058,0.146939,-0.070173,0.127214
2,m203,20001,20446,0.000000,0.000000,0.000000,-0.436465,0.563535,-0.165424,0.173382,-0.086889,0.102830
2,m204,20001,20994,0.000000,0.000000,0.000000,-0.471153,0.528847,-0.160503,0.171335,-0.101712,0.246002
2,m205,20000,20574,0.000000,0.000000,0.000000,-0.469596,0.530403,-0.188383,0.188798,-0.097696,0.118493
2,m206,20002,22995,0.000000,0.000000,0.000000,-0.430154,0.569846,-0.127567,0.145543,-0.119074,0.142932
2,m207,20002,22690,0.000000,0.000000,0.000000,-0.494177,0.505823,-0.162338,0.174438,-0.145696,0.173521
2,m208,20002,20347,0.000000,0.000000,0.000000,-0.469053,0.530947,-0.181442,0.179982,-0.071574,0.084291
2,m209,20001,20228,0.000000,0.000000,0.000000,-0.464450,0.535550,-0.181927,0.192058,-0.134724,0.146054
2,m210,20001,20195,0.000000,0.000000,0.000000,-0.471983,0.528017,-0.282644,0.475896,-0.192830,0.240326
2,m211,20001,22637,0.000000,0.000000,0.000000,-0.492390,0.507610,-0.163284,0.176503,-0.072298,0.087879
2,m212,20001,21287,0.000000,0.000000,0.000000,-0.508538,0.491462,-0.272418,0.284582,-0.082221,0.088204
2,m213,20002,20275,0.000000,0.000000,0.000000,-0.447749,0.552251,-0.141521,0.141936,-0.069906,0.119466
2,m214,20000,21599,0.000000,0.000000,0.000000,-0.478690,0.521310,-0.140876,0.140884,-0.070320,0.123673
2,m215,20000,20571,0.000000,0.000000,0.000000,-0.449014,0.550986,-0.138763,0.145945,-0.096835,0.068033
2,m216,20000,28038,0.000000,0.000000,0.000000,-0.465238,0.534762,-0.160568,0.274493,-0.169282,0.197715
2,m217,20002,20547,0.000000,0.000000,0.000000,-0.420160,0.579840,-0.146496,0.184270,-0.131121,0.112420
2,m218,20000,20915,0.000000,0.000000,0.000000,-0.442397,0.557603,-0.334281,0.412472,-0.175187,0.195582
2,m219,20002,20099,0.000000,0.000000,0.000000,-0.453919,0.546081,-0.456254,0.459837,-0.071711,0.114228
2,m220,20000,32554,0.000000,0.000000,0.000000,-0.388234,0.611767,-0.474934,0.476662,-0.103176,0.104862
2,m221,20002,30547,0.000000,0.000000,0.000000,-0.366822,0.633178,-0.474405,0.474879,-0.083582,0.115156
2,m222,20000,36945,0.000000,0.000000,0.000000,-0.399853,0.587682,-0.499978,0.500022,-0.080846,0.125399
2,m223,20001,30334,0.000000,0.000000,0.000000,-0.435070,0.564929,-0.475587,0.475638,-0.080889,0.084624
2,m224,20001,29377,0.000000,0.000000,0.000000,-0.362194,0.616810,-0.499434,0.500566,-0.084087,0.096830
2,m225,20002,37783,0.000000,0.000000,0.000000,-0.323882,0.676118,-0.456619,0.460103,-0.072640,0.088144
2,m226,20000,26344,0.000000,0.000000,0.000000,-0.482613,0.517387,-0.436682,0.436529,-0.126700,0.123804
2,m227,20002,25865,0.000000,0.000000,0.000000,-0.412635,0.587365,-0.453012,0.458064,-0.118377,0.141739
2,m228,20001,38332,0.000000,0.000000,0.000000,-0.390830,0.609170,-0.477876,0.478594,-0.145351,0.212884
2,m229,20001,37590,0.000000,0.000000,0.000000,-0.370751,0.629249,-0.470359,0.482502,-0.123270,0.080044
2,m230,20001,33916,0.000000,0.000000,0.000000,-0.404606,0.595394,-0.460776,0.461517,-0.119810,0.089655
2,m231,20000,31856,0.000000,0.000000,0.000000,-0.527400,0.472600,-0.455699,0.452874,-0.132928,0.204954
2,m232,20001,20426,0.000000,0.000000,0.000000,-0.561184,0.438816,-0.454616,0.454724,-0.099557,0.171634
2,m233,20001,20684,0.000000,0.000000,0.000000,-0.454590,0.545410,-0.497409,0.492534,-0.072705,0.119522
2,m234,20002,20461,0.000000,0.000000,0.000000,-0.474219,0.525781,-0.422247,0.432702,-0.081696,0.090446
2,m235,20001,20405,0.000000,0.000000,0.000000,-0.481181,0.518819,-0.433243,0.432763,-0.082454,0.153861
2,m236,20001,22579,0.000000,0.000000,0.000000,-0.418626,0.562682,-0.497361,0.502639,-0.094058,0.132629
2,m237,20001,20477,0.000000,0.000000,0.000000,-0.424256,0.575744,-0.474042,0.474402,-0.061811,0.073741
2,m238,20002,20320,0.000000,0.000000,0.000000,-0.451775,0.548225,-0.461915,0.458326,-0.089913,0.087008
2,m239,20000,20277,0.000000,0.000000,0.000000,-0.445621,0.554379,-0.374456,0.370465,-0.101977,0.099869
2,m240,20000,20636,0.000000,0.000000,0.000000,-0.459731,0.540269,-0.462368,0.462391,-0.073775,0.099827
2,m241,20002,20284,0.000000,0.000000,0.000000,-0.407415,0.592585,-0.412783,0.396880,-0.135894,0.203639
2,m242,20002,20281,0.000000,0.000000,0.000000,-0.484500,0.515500,-0.449027,0.438288,-0.225351,0.213310
2,m243,20002,20288,0.000000,0.000000,0.000000,-0.427049,0.572951,-0.465683,0.470140,-0.072880,0.098230
2,m244,20001,20296,0.000000,0.000000,0.000000,-0.441949,0.558051,-0.443254,0.447893,-0.093850,0.087821
2,m245,20002,20287,0.000000,0.000000,0.000000,-0.442237,0.557763,-0.469024,0.466495,-0.085017,0.071095
2,m246,20002,20302,0.000000,0.000000,0.000000,-0.434572,0.565428,-0.407907,0.396672,-0.065731,0.083165
2,m247,20002,35301,0.000000,0.000000,0.000000,-0.136896,0.780604,-0.497755,0.502245,-0.065541,0.107170
2,m248,20000,20377,0.000000,0.000000,0.000000,-0.432021,0.567979,-0.468589,0.469528,-0.074732,0.082165
2,m249,20000,27554,0.000000,0.000000,0.000000,-0.438738,0.561262,-0.369686,0.372879,-0.136958,0.158051
2,m250,20000,29715,0.000000,0.000000,0.000000,-0.383478,0.616522,-0.364094,0.364882,-0.082454,0.120194
2,m251,20002,28051,0.000000,0.000000,0.000000,-0.475179,0.524822,-0.377624,0.377639,-0.091022,0.083219
2,m252,20000,29517,0.000000,0.000000,0.000000,-0.433682,0.560111,-0.499018,0.500982,-0.129482,0.137116
2,m253,20002,31350,0.000000,0.000000,0.000000,-0.378799,0.621201,-0.364198,0.363828,-0.142898,0.103921
2,m254,20000,35127,0.000000,0.000000,0.000000,-0.413500,0.586500,-0.341212,0.341253,-0.077362,0.084069
2,m255,20002,36487,0.000000,0.000000,0.000000,-0.486991,0.513009,-0.482977,0.485570,-0.073385,0.088889
2,m256,20002,26739,0.000000,0.000000,0.000000,-0.425460,0.574540,-0.259531,0.259762,-0.120045,0.613314
2,m257,20001,20350,0.000000,0.000000,0.000000,-0.371415,0.503348,-0.485439,0.514561,-0.149493,0.142973
2,m258,20000,31704,0.000000,0.000000,0.000000,-0.400657,0.599343,-0.346862,0.346877,-0.068789,0.076230
2,m259,20001,20327,0.000000,0.000000,0.000000,-0.503792,0.496208,-0.293139,0.338149,-0.208257,0.208348
2,m260,20001,20989,0.000000,0.000000,0.000000,-0.398368,0.601632,-0.219657,0.217104,-0.157029,0.178862
2,m261,20002,20397,0.000000,0.000000,0.000000,-0.452057,0.547943,-0.128134,0.133967,-0.156880,0.159391
2,m262,20000,20402,0.000000,0.000000,0.000000,-0.461569,0.538431,-0.130353,0.137031,-0.133250,0.166333
2,m263,20002,20414,0.000000,0.000000,0.000000,-0.452029,0.547971,-0.202837,0.203665,-0.176031,0.248113
2,m264,20000,28030,0.000000,0.000000,0.000000,-0.441504,0.558497,-0.141447,0.187629,-0.182935,0.166165
2,m265,20002,36265,0.000000,0.000000,0.000000,-0.504207,0.495793,-0.199422,0.380291,-0.168304,0.132709
2,m266,20001,20977,0.000000,0.000000,0.000000,-0.419807,0.580192,-0.404991,0.485661,-0.153669,0.167072
2,m267,20002,23296,0.000000,0.000000,0.000000,-0.582824,0.417176,-0.332003,0.265333,-0.118180,0.130013
2,m268,20001,20233,0.000000,0.000000,0.000000,-0.393570,0.606430,-0.128123,0.190779,-0.092887,0.094504
2,m269,20002,36994,0.000000,0.000000,0.000000,-0.411839,0.588161,-0.155391,0.242846,-0.116475,0.116001
2,m270,20002,23904,0.000000,0.000000,0.000000,-0.598292,0.401708,-0.194047,0.317909,-0.205813,0.201862
2,m271,20001,28183,0.000000,0.000000,0.000000,-0.339691,0.660309,-0.198689,0.232646,-0.082066,0.083228
2,m272,20000,24395,0.000000,0.000000,0.000000,-0.616016,0.383984,-0.099356,0.229886,-0.095697,0.096267
2,m273,20000,20457,0.000000,0.000000,0.000000,-0.558583,0.441417,-0.134283,0.158750,-0.093200,0.094397
2,m274,20000,39944,0.000000,0.000000,0.000000,-0.423176,0.576824,-0.221440,0.328920,-0.107434,0.135893
2,m275,20000,39994,0.000000,0.000000,0.000000,-0.514302,0.485698,-0.144506,0.195565,-0.095454,0.095668
2,m276,20000,22262,0.000000,0.000000,0.000000,-0.543881,0.456119,-0.108822,0.148801,-0.059496,0.059479
2,m277,20002,20431,0.000000,0.000000,0.000000,-0.544793,0.455207,-0.366370,0.396648,-0.110507,0.150557
2,m278,20000,20287,0.000000,0.000000,0.000000,-0.513521,0.486479,-0.494804,0.500243,-0.069039,0.115564
2,m279,20000,20247,0.000000,0.000000,0.000000,-0.435535,0.536570,-0.499910,0.500090,-0.133295,0.107688
2,m280,20000,22592,0.000000,0.000000,0.000000,-0.431983,0.568017,-0.373775,0.397560,-0.089182,0.106035
2,m281,20001,30053,0.000000,0.000000,0.000000,-0.479018,0.520982,-0.394895,0.397224,-0.078684,0.155678
2,m282,20001,21728,0.000000,0.000000,0.000000,-0.473273,0.476816,-0.499512,0.500488,-0.210960,0.222247
2,m283,20002,37591,0.000000,0.000000,0.000000,-0.486687,0.513312,-0.454417,0.439881,-0.519226,0.427079
2,m284,20001,38351,0.000000,0.000000,0.000000,-0.401730,0.598270,-0.408088,0.430771,-0.334630,0.452964
2,m285,20000,31186,0.000000,0.000000,0.000000,-0.479601,0.520399,-0.392152,0.419725,-0.416872,0.400108
2,m286,20000,23904,0.000000,0.000000,0.000000,-0.490079,0.509921,-0.375867,0.368695,-0.326479,0.369020
2,m287,20000,39821,0.000000,0.000000,0.000000,-0.342411,0.657589,-0.350974,0.287107,-0.263268,0.270582
2,m288,20001,20591,0.000000,0.000000,0.000000,-0.487165,0.512835,-0.386682,0.391324,-0.422292,0.391694
2,m289,20001,22464,0.000000,0.000000,0.000000,-0.469668,0.530332,-0.540970,0.399938,-0.324351,0.328801
2,m290,20002,20632,0.000000,0.000000,0.000000,-0.462774,0.460161,-0.462347,0.537653,-0.140954,0.219194
2,m291,20002,21711,0.000000,0.000000,0.000000,-0.429107,0.570893,-0.315770,0.336323,-0.215975,0.284706
2,m292,20002,20368,0.000000,0.000000,0.000000,-0.457350,0.542650,-0.314279,0.318005,-0.165230,0.236074
2,m293,20000,20853,0.000000,0.000000,0.000000,-0.484686,0.515313,-0.378357,0.393438,-0.309091,0.423131
2,m294,20001,20852,0.000000,0.000000,0.000000,-0.454390,0.454065,-0.485836,0.514164,-0.290825,0.410181
2,m295,20002,20426,0.000000,0.000000,0.000000,-0.494546,0.505454,-0.344773,0.335590,-0.197684,0.213203
2,m296,20000,20590,0.000000,0.000000,0.000000,-0.479024,0.520976,-0.260883,0.261746,-0.229186,0.231011
2,m297,20001,20602,0.000000,0.000000,0.000000,-0.530930,0.469070,-0.334321,0.363915,-0.146863,0.252751
2,m298,20000,20647,0.000000,0.000000,0.000000,-0.468980,0.531020,-0.329135,0.329199,-0.182341,0.271042
2,m299,20000,39584,0.000000,0.000000,0.000000,-0.496443,0.486759,-0.462127,0.537873,-0.190613,0.253479
3,m300,20002,20767,0.000000,0.000000,0.000000,-0.432672,0.431029,-0.470244,0.529756,-0.362865,0.457987
3,m301,20001,36808,0.000000,0.000000,0.000000,-0.475411,0.524589,-0.293370,0.348163,-0.277051,0.327014
3,m302,20000,21891,0.000000,0.000000,0.000000,-0.486674,0.513326,-0.426680,0.386099,-0.206040,0.374934
3,m303,20000,39040,0.000000,0.000000,0.000000,-0.473369,0.526631,-0.400660,0.451947,-0.345140,0.382191
3,m304,20002,38600,0.000000,0.000000,0.000000,-0.471570,0.528430,-0.377848,0.417450,-0.141110,0.211444
3,m305,20002,20980,0.000000,0.000000,0.000000,-0.492062,0.507938,-0.308152,0.301191,-0.179500,0.184726
3,m306,20001,22837,0.000000,0.000000,0.000000,-0.433130,0.566870,-0.305448,0.360488,-0.476124,0.312495
3,m307,20001,21375,0.000000,0.000000,0.000000,-0.515765,0.484235,-0.320094,0.323990,-0.278789,0.261707
3,m308,20001,19749,0.000000,0.000000,0.000000,-0.492148,0.507852,-0.366777,0.435841,-0.188271,0.404758
3,m309,20002,19776,0.000000,0.000000,0.000000,-0.459171,0.540829,-0.319585,0.320285,-0.174755,0.262473
3,m310,20000,19769,0.000000,0.000000,0.000000,-0.502265,0.497735,-0.315734,0.324000,-0.160934,0.304701
3,m311,20001,19594,0.000000,0.000000,0.000000,-0.491331,0.508669,-0.334209,0.376090,-0.158148,0.217731
